NameA,NameB,CmpdA,CmpdB,A#,B#,MCS,MCSAtomCount,MCSS
d16,d5,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,14,22,[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#17&!R],7,0.2413793103448276
d5,d17,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,22,23,"[#6&R](-&@[#6&R]):,-;@[#7&R]-&@[#6&R](:,-;@[#6&R]:,-;@[#6&R]):,-;@[#6&R]:,-;@[#6&R]",8,0.21621621621621623
d17,d5,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,23,22,"[#6&R](-&@[#6&R]):,-;@[#7&R]-&@[#6&R](:,-;@[#6&R]:,-;@[#6&R]):,-;@[#6&R]:,-;@[#6&R]",8,0.21621621621621623
d5,d18,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,22,43,"[#6&!R]-&!@[#6&R]:,-;@[#7&R](-&@[#6&R]:,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R]):,-;@[#6&R]-&@[#6&R]",10,0.18181818181818182
d18,d5,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,43,22,"[#6&!R]-&!@[#6&R]:,-;@[#7&R](-&@[#6&R]:,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R]):,-;@[#6&R]-&@[#6&R]",10,0.18181818181818182
d5,d19,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,22,34,"[#6&R](-&@[#6&R]):,-;@[#7&R]-&@[#6]1:,-;@[#6](-&@[#6&R]):,-;@[#6]:,-;@[#6]:&@[#6]:,-;@[#6]:,-;@1",10,0.21739130434782608
d19,d5,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,34,22,"[#6&R](-&@[#6&R]):,-;@[#7&R]-&@[#6]1:,-;@[#6](-&@[#6&R]):,-;@[#6]:,-;@[#6]:&@[#6]:,-;@[#6]:,-;@1",10,0.21739130434782608
d5,d20,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,22,16,[#6]1:&@[#6]:&@[#6](-&!@[#17&!R]):&@[#6]:&@[#6]:&@[#6]:&@1,7,0.22580645161290322
d20,d5,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,16,22,[#6]1:&@[#6]:&@[#6](-&!@[#17&!R]):&@[#6]:&@[#6]:&@[#6]:&@1,7,0.22580645161290322
d6,d6,NC12CC3CC(CC(C3)C1)C2,NC12CC3CC(CC(C3)C1)C2,11,11,[#7&!R]-&!@[#6]12-&@[#6]-&@[#6]3-&@[#6]-&@[#6](-&@[#6]-&@1)-&@[#6]-&@[#6](-&@[#6]-&@2)-&@[#6]-&@3,11,1.0
d6,d7,NC12CC3CC(CC(C3)C1)C2,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,11,36,"[#6]1-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1",6,0.14634146341463414
d7,d6,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,NC12CC3CC(CC(C3)C1)C2,36,11,"[#6]1-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1",6,0.14634146341463414
d6,d8,NC12CC3CC(CC(C3)C1)C2,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,11,21,"[#6]1(-&@[#6&R]-&@[#6&R](-,:;@[#6&R])-,:;@[#6&R])-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1",10,0.45454545454545453
d8,d6,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,NC12CC3CC(CC(C3)C1)C2,21,11,"[#6]1(-&@[#6&R]-&@[#6&R](-,:;@[#6&R])-,:;@[#6&R])-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1",10,0.45454545454545453
d6,d9,NC12CC3CC(CC(C3)C1)C2,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,11,22,"[#6]1(-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1)-&@[#6&R]",7,0.2692307692307692
d9,d6,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,NC12CC3CC(CC(C3)C1)C2,22,11,"[#6]1(-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1)-&@[#6&R]",7,0.2692307692307692
d6,d10,NC12CC3CC(CC(C3)C1)C2,CC(N)CC1=CC=CC=C1,11,10,"[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",6,0.4
d10,d6,CC(N)CC1=CC=CC=C1,NC12CC3CC(CC(C3)C1)C2,10,11,"[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",6,0.4
d6,d11,NC12CC3CC(CC(C3)C1)C2,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,11,20,"[#6]1(-,:;@[#6]-&@[#6](-,:;@[#6&R])-,:;@[#6]-&@[#6]-&@[#6]-&@1)-,:;@[#6&R]-,:;@[#6&R]-,:;@[#6&R]",10,0.47619047619047616
d11,d6,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,NC12CC3CC(CC(C3)C1)C2,20,11,"[#6]1(-,:;@[#6]-&@[#6](-,:;@[#6&R])-,:;@[#6]-&@[#6]-&@[#6]-&@1)-,:;@[#6&R]-,:;@[#6&R]-,:;@[#6&R]",10,0.47619047619047616
d6,d12,NC12CC3CC(CC(C3)C1)C2,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,11,37,"[#6]1-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1",6,0.14285714285714285
d12,d6,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,NC12CC3CC(CC(C3)C1)C2,37,11,"[#6]1-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1",6,0.14285714285714285
d6,d13,NC12CC3CC(CC(C3)C1)C2,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,11,30,"[#6]1(-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1)-&@[#6&R]-&@[#6&R]-&@[#6&R]",9,0.28125
d13,d6,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,NC12CC3CC(CC(C3)C1)C2,30,11,"[#6]1(-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1)-&@[#6&R]-&@[#6&R]-&@[#6&R]",9,0.28125
d6,d14,NC12CC3CC(CC(C3)C1)C2,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,11,28,"[#6]1(-&@[#6&R]-&@[#6&R](-&@[#6&R])-&@[#6&R])-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1",10,0.3448275862068966
d14,d6,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,NC12CC3CC(CC(C3)C1)C2,28,11,"[#6]1(-&@[#6&R]-&@[#6&R](-&@[#6&R])-&@[#6&R])-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1",10,0.3448275862068966
d6,d15,NC12CC3CC(CC(C3)C1)C2,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,11,19,"[#6]1-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1",6,0.25
d15,d6,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,NC12CC3CC(CC(C3)C1)C2,19,11,"[#6]1-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1",6,0.25
d6,d16,NC12CC3CC(CC(C3)C1)C2,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,11,14,"[#6]1-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1",6,0.3157894736842105
d16,d6,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,NC12CC3CC(CC(C3)C1)C2,14,11,"[#6]1-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1",6,0.3157894736842105
d6,d17,NC12CC3CC(CC(C3)C1)C2,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,11,23,[#6&R](-&@[#6&R]-&@[#6&R]-&@[#6&R])-&@[#6&R]-&@[#6&R]-&@[#6&R],7,0.25925925925925924
d17,d6,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,NC12CC3CC(CC(C3)C1)C2,23,11,[#6&R](-&@[#6&R]-&@[#6&R]-&@[#6&R])-&@[#6&R]-&@[#6&R]-&@[#6&R],7,0.25925925925925924
d6,d18,NC12CC3CC(CC(C3)C1)C2,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,11,43,"[#6]1(-,:;@[#6]-,:;@[#6](-,:;@[#6&R])-&@[#6]-&@[#6]-&@[#6]-&@1)-,:;@[#6&R]-,:;@[#6&R]-,:;@[#6&R]",10,0.22727272727272727
d18,d6,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,NC12CC3CC(CC(C3)C1)C2,43,11,"[#6]1(-,:;@[#6]-,:;@[#6](-,:;@[#6&R])-&@[#6]-&@[#6]-&@[#6]-&@1)-,:;@[#6&R]-,:;@[#6&R]-,:;@[#6&R]",10,0.22727272727272727
d6,d19,NC12CC3CC(CC(C3)C1)C2,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,11,34,"[#6]1(-&@[#6]-&@[#6](-,:;@[#6&R])-,:;@[#6]-&@[#6]-&@[#6]-&@1)-&@[#6&R]-&@[#6&R]-&@[#6&R]",10,0.2857142857142857
d19,d6,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,NC12CC3CC(CC(C3)C1)C2,34,11,"[#6]1(-&@[#6]-&@[#6](-,:;@[#6&R])-,:;@[#6]-&@[#6]-&@[#6]-&@1)-&@[#6&R]-&@[#6&R]-&@[#6&R]",10,0.2857142857142857
d6,d20,NC12CC3CC(CC(C3)C1)C2,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,11,16,"[#6]1-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1",6,0.2857142857142857
d20,d6,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,NC12CC3CC(CC(C3)C1)C2,16,11,"[#6]1-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1",6,0.2857142857142857
d7,d7,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,36,36,[#6&!R]-&!@[#6&!R]-&!@[#7&!R](-&!@[#6&!R]-&!@[#6&!R])(-&!@[#6&!R]-&!@[#6&!R]-&!@[#7&!R]-&!@[#6&!R](=&!@[#8&!R])-&!@[#6&!R](=&!@[#8&!R])-&!@[#7&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#7&!R](-&!@[#6&!R]-&!@[#6&!R])(-&!@[#6&!R]-&!@[#6&!R])-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#17&!R])-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#17&!R],36,1.0
d7,d8,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,36,21,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.11764705882352941
d8,d7,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,21,36,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.11764705882352941
d7,d9,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,36,22,[#17&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.13725490196078433
d9,d7,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,22,36,[#17&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.13725490196078433
d7,d10,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,CC(N)CC1=CC=CC=C1,36,10,[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.1794871794871795
d10,d7,CC(N)CC1=CC=CC=C1,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,10,36,[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.1794871794871795
d7,d11,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,36,20,"[#6]1-,:;@[#6]-,:;@[#6]:&@[#6]-,:;@[#6]:&@[#6]-,:;@1",6,0.12
d11,d7,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,20,36,"[#6]1-,:;@[#6]-,:;@[#6]:&@[#6]-,:;@[#6]:&@[#6]-,:;@1",6,0.12
d7,d12,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,36,37,[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.10606060606060606
d12,d7,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,37,36,[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.10606060606060606
d7,d13,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,36,30,[#17&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.11864406779661017
d13,d7,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,30,36,[#17&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.11864406779661017
d7,d14,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,36,28,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#17&!R],7,0.12280701754385964
d14,d7,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,28,36,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#17&!R],7,0.12280701754385964
d7,d15,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,36,19,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#6&!R],7,0.14583333333333334
d15,d7,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,19,36,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#6&!R],7,0.14583333333333334
d7,d16,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,36,14,[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.16279069767441862
d16,d7,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,14,36,[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.16279069767441862
d7,d17,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,36,23,[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.1346153846153846
d17,d7,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,23,36,[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.1346153846153846
d7,d18,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,36,43,"[#6]1:,-;@[#6]:,-;@[#6]:&@[#6]:&@[#6]:,-;@[#6]:,-;@1",6,0.0821917808219178
d18,d7,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,43,36,"[#6]1:,-;@[#6]:,-;@[#6]:&@[#6]:&@[#6]:,-;@[#6]:,-;@1",6,0.0821917808219178
d7,d19,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,36,34,"[#6&!R]-&!@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",7,0.1111111111111111
d19,d7,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,34,36,"[#6&!R]-&!@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",7,0.1111111111111111
d7,d20,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,36,16,[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.15555555555555556
d20,d7,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,16,36,[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.15555555555555556
d8,d8,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,21,21,[#6&!R]-&!@[#7&!R](-&!@[#6&!R])-&!@[#6&!R]-&!@[#6&!R]-&!@[#6&!R]=&!@[#6]1-&@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2-&@[#6]-&@[#6]-&@[#6]2:&@[#6]-&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2,21,1.0
d8,d9,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,21,22,[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.19444444444444445
d9,d8,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,22,21,[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.19444444444444445
d8,d10,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,CC(N)CC1=CC=CC=C1,21,10,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.24
d10,d8,CC(N)CC1=CC=CC=C1,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,10,21,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.24
d8,d11,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,21,20,[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&@[#6&R]-&@[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,15,0.5769230769230769
d11,d8,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,20,21,[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&@[#6&R]-&@[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,15,0.5769230769230769
